S.No,Time,Name,Shelves,Author,Avg Rating,No of Ratings,Score,Voters,,
98,Thu 26-08-2021 10:35:27 AM,The Complete Stories and Poems,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Edgar Allan Poe,4.37,236543,230255,2665,,
99,Thu 26-08-2021 10:35:27 AM,"Interview with the Vampire (The Vampire Chronicles, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Anne Rice,NA,NA,216298,2477,,
100,Thu 26-08-2021 10:35:27 AM,A Prayer for Owen Meany,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John Irving (Goodreads Author),4.23,295763,211168,2324,,
101,Thu 26-08-2021 10:35:32 AM,"Moby-Dick or, the Whale","Want to Read
saving…











Want to Read



Currently Reading



Read







Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Herman Melville,3.52,500184,205115,2373,,
102,Thu 26-08-2021 10:35:32 AM,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",J.K. Rowling,4.56,2853708,199451,2274,,
103,Thu 26-08-2021 10:35:32 AM,The Red Tent,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Anita Diamant (Goodreads Author),4.18,544913,182318,2041,,
104,Thu 26-08-2021 10:35:32 AM,"Clockwork Angel (The Infernal Devices, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Cassandra Clare (Goodreads Author),4.31,741795,182120,2002,,
105,Thu 26-08-2021 10:35:32 AM,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",J.K. Rowling,4.57,2667824,182083,2104,,
106,Thu 26-08-2021 10:35:32 AM,The Secret Life of Bees,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Sue Monk Kidd (Goodreads Author),4.06,1172220,181484,2078,,
107,Thu 26-08-2021 10:35:32 AM,And Then There Were None,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Agatha Christie,4.26,961553,175144,2023,,
108,Thu 26-08-2021 10:35:32 AM,The Stranger,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Albert Camus,3.99,789876,163116,1870,,
109,Thu 26-08-2021 10:35:32 AM,The Shining,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephen King (Goodreads Author),4.24,1223996,158972,1868,,
110,Thu 26-08-2021 10:35:32 AM,Middlesex,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jeffrey Eugenides,4.01,603862,158734,1773,,
111,Thu 26-08-2021 10:35:32 AM,"The Name of the Wind (The Kingkiller Chronicle, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Patrick Rothfuss (Goodreads Author),4.51,788741,158151,1680,,
112,Thu 26-08-2021 10:35:32 AM,The Master and Margarita,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mikhail Bulgakov,4.29,270683,157329,1718,,
113,Thu 26-08-2021 10:35:32 AM,"Eragon (The Inheritance Cycle, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Christopher Paolini (Goodreads Author),3.91,1536331,150114,1714,,
114,Thu 26-08-2021 10:35:32 AM,The Adventures of Tom Sawyer,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mark Twain,3.92,810839,149695,1842,,
115,Thu 26-08-2021 10:35:32 AM,Flowers for Algernon,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Daniel Keyes,4.16,526338,148868,1729,,
116,Thu 26-08-2021 10:35:32 AM,The Metamorphosis,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Franz Kafka,3.83,727670,147259,1729,,
117,Thu 26-08-2021 10:35:32 AM,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Roald Dahl,4.14,725437,146577,1753,,
118,Thu 26-08-2021 10:35:32 AM,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",J.K. Rowling,4.43,3026138,145452,1736,,
119,Thu 26-08-2021 10:35:32 AM,Looking for Alaska,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John Green (Goodreads Author),NA,NA,145388,1593,,
120,Thu 26-08-2021 10:35:32 AM,The Curious Incident of the Dog in the Night-Time,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mark Haddon,3.89,1285540,143059,1647,,
121,Thu 26-08-2021 10:35:32 AM,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Carlos Ruiz Zafón,4.27,520253,142372,1578,,
122,Thu 26-08-2021 10:35:32 AM,On the Road,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jack Kerouac,3.62,368945,142177,1612,,
123,Thu 26-08-2021 10:35:32 AM,The Very Hungry Caterpillar,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Eric Carle,4.29,432427,141430,1650,,
124,Thu 26-08-2021 10:35:32 AM,Tuesdays with Morrie,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mitch Albom (Goodreads Author),4.12,844816,140207,1604,,
125,Thu 26-08-2021 10:35:32 AM,The Unbearable Lightness of Being,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Milan Kundera,4.1,373636,138665,1557,,
126,Thu 26-08-2021 10:35:32 AM,The Name of the Rose,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Umberto Eco,4.13,323737,135188,1570,,
127,Thu 26-08-2021 10:35:32 AM,Where the Red Fern Grows,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Wilson Rawls,4.08,363861,133852,1559,,
128,Thu 26-08-2021 10:35:32 AM,"The Godfather (The Godfather, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mario Puzo,4.35,364364,131815,1558,,
129,Thu 26-08-2021 10:35:32 AM,The Scarlet Letter,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nathaniel Hawthorne,3.42,748464,130419,1625,,
130,Thu 26-08-2021 10:35:32 AM,In Cold Blood,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Truman Capote,4.06,578491,130123,1545,,
131,Thu 26-08-2021 10:35:32 AM,Fight Club,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Chuck Palahniuk (Goodreads Author),4.18,530742,128174,1479,,
132,Thu 26-08-2021 10:35:32 AM,The Five People You Meet in Heaven,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mitch Albom (Goodreads Author),3.95,616187,128108,1475,,
133,Thu 26-08-2021 10:35:32 AM,The Count of Monte Cristo,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Alexandre Dumas,4.26,793975,128027,1473,,
134,Thu 26-08-2021 10:35:32 AM,"The Last Olympian (Percy Jackson and the Olympians, #5)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Rick Riordan (Goodreads Author),4.5,757319,127126,1456,,
135,Thu 26-08-2021 10:35:32 AM,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",C.S. Lewis,4.22,2311878,126285,1568,,
136,Thu 26-08-2021 10:35:32 AM,"Hush, Hush (Hush, Hush, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Becca Fitzpatrick (Goodreads Author),3.95,629750,125788,1392,,
137,Thu 26-08-2021 10:35:32 AM,Perfume: The Story of a Murderer,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Patrick Süskind,4.02,373728,124749,1417,,
138,Thu 26-08-2021 10:35:32 AM,It,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephen King (Goodreads Author),4.24,883728,124555,1441,,
139,Thu 26-08-2021 10:35:32 AM,"Holes (Holes, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Louis Sachar (Goodreads Author),3.98,1040391,123652,1477,,
140,Thu 26-08-2021 10:35:32 AM,"The Cat in the Hat (The Cat in the Hat, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Dr. Seuss,4.16,471302,123523,1522,,
141,Thu 26-08-2021 10:35:32 AM,"American Gods (American Gods, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Neil Gaiman (Goodreads Author),4.1,815640,122664,1391,,
142,Thu 26-08-2021 10:35:32 AM,"The Hobbit, or There and Back Again","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",J.R.R. Tolkien,4.28,3149249,121612,1442,,
143,Thu 26-08-2021 10:35:32 AM,Lonesome Dove (Lonesome Dove #1),"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Larry McMurtry,4.48,162955,121402,1364,,
144,Thu 26-08-2021 10:35:32 AM,Watchmen,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Alan Moore (Goodreads Author),4.37,507980,120005,1359,,
145,Thu 26-08-2021 10:35:32 AM,The Divine Comedy,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Dante Alighieri,4.04,132578,118332,1400,,
146,Thu 26-08-2021 10:35:32 AM,"The Little House Collection (Little House, #1-9)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Laura Ingalls Wilder,4.34,146391,117876,1396,,
147,Thu 26-08-2021 10:35:32 AM,All Quiet on the Western Front,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Erich Maria Remarque,NA,NA,116612,1366,,
148,Thu 26-08-2021 10:35:32 AM,Peter Pan,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",J.M. Barrie,4.02,310508,116477,1444,,
149,Thu 26-08-2021 10:35:32 AM,Love in the Time of Cholera,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Gabriel García Márquez,3.92,442126,108317,1288,,
150,Thu 26-08-2021 10:35:32 AM,The Compleat Works of Wllm Shkspr,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Reduced Shakespeare Company,4.44,8645,108215,1244,,
151,Thu 26-08-2021 10:35:32 AM,The Thorn Birds,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Colleen McCullough,4.23,329966,107396,1301,,
152,Thu 26-08-2021 10:35:32 AM,"Insurgent (Divergent, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Veronica Roth (Goodreads Author),NA,NA,107385,1224,,
